id,category,sno,title,date,pdf_link,filename,scraped_time
f8d03f94c97b6577,public_notices,6,CDSCO updated list of Laboratories for conducting Performance Evaluation of In-Vitro Diagnostic Medical Device,2026-Jan-19,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM4MTk=,CDSCO_updated_list_of_Laboratories_for_conducting,2026-02-23T12:56:18.321129
7868549a2b2d8e32,public_notices,8,Risk classification list of medical devices pertaining to Oncology,2026-Jan-02,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM3NTM=,Risk_classification_list_of_medical_devices_pertaining,2026-02-23T12:56:18.321129
a20c39dae50f7f08,circulars,1,Testing of drugs for grant of permissions for import/manufacture of New Drug for sale or for distribution and Issuance of RC for import of Drugs etc,2026-Feb-24,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM5MDQ=,Testing_of_drugs_for_grant_of_permissions,2026-02-25T05:03:42.389813
f2652fc27e39223e,public_notices,1,"Alert on theft of LantusÂ® SoloStarÂ® (Insulin Glargine Injection IP, râDNA origin, 100 IU/mL Batch No. 5F0347B of M/s Sanofi India Limited during transit",2026-Mar-03,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM5MzE=,Alert_on_theft_of_Lantus_SoloStar_Insulin,2026-03-03T07:51:32.346744
8aa4beac38fb15ff,circulars,1,"Implementation of Prior intimation System for Forms CT-10, CT-12 and CT-13 in pursuance of G.S.R. 46(E) dated 20.01.2026",2026-Mar-06,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM5NDM=,Implementation_of_Prior_intimation_System_for_Forms,2026-03-07T04:40:21.841761
44ac83e3d85a3ff1,circulars,1,Online Applications for Post Approval Changes (PAC) w.r.t Marketing Authorization (MA) for r-DNA products,2026-Mar-09,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM5NDQ=,Online_Applications_for_Post_Approval_Changes_PAC,2026-03-09T12:54:58.413637
7185c6867e8b7a01,circulars,1,Online Applications for grant of license in Form 28-D/28-DA for r-DNA products,2026-Mar-10,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM5NDU=,Online_Applications_for_grant_of_license_in,2026-03-10T07:52:35.153488
d4c05ac4bfcbe42a,public_notices,1,Testing Laboratories approved by Statas&UT in Form 37 of Drugs Rule 1945 and Cos 23 of Cosmetics Rule 2020,2026-Mar-10,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM5NTc=,Testing_Laboratories_approved_by_StatasUT_in_Form,2026-03-11T04:52:23.435237
c9ef70b4d604de07,public_notices,1,Testing Laboratories approved by Statas&UT in Form 37 of Drugs Rule 1945 and Cos 23 of Cosmetics Rule 2020,2026-Mar-10,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM5NTg=,Testing_Laboratories_approved_by_StatasUT_in_Form,2026-03-11T07:51:48.738372
24c1b0b10100d6ef,gazette_notifications,1,"2026.03.09 G.S.R. 164(E)_Draft Notification regarding Blood product testing under Drugs Rules,1945",2026-Mar-09,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM5NjA=,20260309_GSR_164EDraft_Notification_regarding_Blood_product,2026-03-11T07:51:55.861054
7f927698d22fcc76,gazette_notifications,2,2026.03.02 G.S.R. 165(E)_Inclusion of Qualifications of Inspector Medical Devices and Government Analyst,2026-Mar-02,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM5NTk=,20260302_GSR_165EInclusion_of_Qualifications_of_Inspector,2026-03-11T07:51:55.861054
3da41eea0ee686aa,public_notices,1,"Advisory to all manufacturers, importers and marketing authorization holders",2026-Mar-11,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM5NjI=,Advisory_to_all_manufacturers_importers_and_marketing,2026-03-11T12:52:20.103989
16601b9b1d7cad80,gazette_notifications,1,"2026.03.09 G.S.R. 173(E)_Draft Notification reg PAC for amendment in Drugs Rules, 1945",2026-Mar-09,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM5NjQ=,20260309_GSR_173EDraft_Notification_reg_PAC_for,2026-03-13T04:54:46.312585
25cb7fd2810fdd0d,public_notices,1,"Transfer of certain functions and delegation of powers to the zonal offices of CDSCO under Rule 22 of the Drugs and Cosmetics Rules, 1945",2026-Mar-13,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM5Njg=,Transfer_of_certain_functions_and_delegation_of,2026-03-13T07:52:28.138951
02bc4b7c5a7a353c,public_notices,3,Testing Laboratories approved by Statas&UT in Form 37 of Drugs Rule 1945 and Cos 23 of Cosmetics Rule 2020,2026-Mar-10,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM5Njc=,Testing_Laboratories_approved_by_StatasUT_in_Form,2026-03-13T07:52:28.138951
ec950f14bda12b6e,public_notices,2,"Cancellation of products under RC/COS-005358, for import of Cosmetics under Cosmetics Rules, 2020 (M/s. Beauty Garage India Pvt ltd)",2026-Mar-12,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM5Njk=,Cancellation_of_products_under_RCCOS005358_for_import,2026-03-16T05:24:12.436410
34854797efd41fc5,public_notices,1,Guidance document on dossier based licensing of Drugs for uniform product licensing in the country,2026-Mar-17,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM5NzE=,Guidance_document_on_dossier_based_licensing_of,2026-03-17T08:00:34.319699
be38d60aef132879,public_notices,3,"Cancellation of products under RC/COS-005358, for import of Cosmetics under Cosmetics Rules, 2020 (M/s. Beauty Garage India Pvt ltd)",2026-Mar-12,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM5NzA=,Cancellation_of_products_under_RCCOS005358_for_import,2026-03-17T08:00:34.319699
6d14d4e9727aaa48,public_notices,1,Manufacturing and marketing of unapproved drug product Sodium Hyaluronate Eye Drops 0.3% w/v,2026-Mar-18,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM5NzI=,Manufacturing_and_marketing_of_unapproved_drug_product,2026-03-18T13:02:36.191915
776108a0fdfe781a,public_notices,3,"Addendum to FAQ on Medical Devices Rules, 2017",2026-Mar-13,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM5ODI=,Addendum_to_FAQ_on_Medical_Devices_Rules,2026-03-20T12:52:13.134844
bf5359ced279bf13,public_notices,3,Addendum to Doc No. CDSCO. IVD. FAQ. 04. 2022 dated 13.03.2026,2026-Mar-13,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTM5ODM=,Addendum_to_Doc_No_CDSCO_IVD_FAQ,2026-03-23T12:58:42.309732
