id,petition_no,pdf_url,scraped_at
b1d109cfc04be140,APPEAL No. 367 of 2019,https://aptel.gov.in/sites/default/files/2026-07/A%20-%20367%20of%202019.pdf,2026-07-08T11:15:38.938384
235f375113cd62b0,APL No. 300 OF 2015,https://aptel.gov.in/sites/default/files/2026-07/300%20of%202015.pdf,2026-07-08T11:15:42.879564
0c2c368e54244469,APPEAL NO. 198 OF 2017 & IA No. 971 OF 2017,https://aptel.gov.in/sites/default/files/2026-07/Final%20Draft%20Judgment%20in%20APL%20198%20of%202017%20CII.pdf,2026-07-08T11:15:47.851654
a1fd5072a0171b49,APPEAL No. 27 OF 2026 & IA No. 41 OF 2026,https://aptel.gov.in/sites/default/files/2026-07/Final%20Judgement%20-APL%20%2027%20of%202026%20C-1.pdf,2026-07-08T11:15:50.981813
235fa620c3d2a665,APPEAL NO. 89 OF 2025 & IA No. 456 OF 2025 APPEAL NO. 94 OF 2025 & IA No. 433 OF 2025 & APPEAL NO.135 OF 2025 & & IA No. 796 OF 2025,https://aptel.gov.in/sites/default/files/2026-07/Final%20Judgment%20in%20APL%2089%2C94%20%26%20135%20of%202025%20C-I.pdf,2026-07-08T11:15:54.091683
4f0812ac2346ec6c,APPEAL NO. 13 OF 2021,https://aptel.gov.in/sites/default/files/2026-07/APL%2013%20OF%202021.pdf,2026-07-09T06:15:36.174213
96659d05ef7cfd23,APPEAL No. 296 OF 2021,https://www.aptel.gov.in/sites/default/files/2026-07/PRONOUNCED%20FINAL%20Judgment%20in%20APL%20296%20of%202021.pdf,2026-07-10T12:08:11.217579
289c0224c62c6f74,APPEAL No. 306 OF 2016,https://www.aptel.gov.in/sites/default/files/2026-07/PRONOUNCED%20FINAL%20Judgement%20%20Appeal%20306%20of%202016.pdf,2026-07-10T12:08:14.126251
83d67be1bbc8533d,APPEAL NO. 475 OF 2022 APPEAL NO. 476 OF 2022 & APPEAL NO.189 OF 2023,https://www.aptel.gov.in/sites/default/files/2026-07/PRONOUNCED%20FINAL%20%20Judgment%20APL%20475%20of%202022%20%26%20batch.pdf,2026-07-10T12:08:17.058966
9822a3df0f130d6d,APPEAL NO.45 OF 2018,https://aptel.gov.in/sites/default/files/2026-07/APL%2045%20OF%202018.pdf,2026-07-15T11:01:50.366870
8aa2eb4614b2c4ca,Review Petition No. 18 of 2025 In Appeal No. 181 of 2020,https://aptel.gov.in/sites/default/files/2026-07/R.P.%2018%20of%202025.pdf,2026-07-15T11:01:53.092127
9720a541d1a85070,R.P. No. 13 of 2025 in APPEAL No. 130 of 2022,https://aptel.gov.in/sites/default/files/2026-07/R.P.%20%2013%20of%202025.pdf,2026-07-15T11:01:56.076055
58969d7a755b16e8,I.A. No. 1488 of 2021 in APPEAL No. 291 of 2021,https://aptel.gov.in/sites/default/files/2026-07/I.A.%20No.%201488%20of%202021.pdf,2026-07-15T11:01:59.394089
497c6ace7785de27,APPEAL NO. 456 of 2022,https://www.aptel.gov.in/sites/default/files/2026-07/Judgment%20in%20Appeal%20No.%20456%20of%202022.pdf,2026-07-17T05:23:01.034259
135767d997172b33,APPEAL No. 335 of 2021,https://www.aptel.gov.in/sites/default/files/2026-07/Judgment%20in%20Appeal%20No.%20335%20of%202021.pdf,2026-07-17T05:23:05.690579
ae42f69a777ebdbf,IA No.1789 OF 2025 IN APPEAL No.350 OF 2025 & IA No. 1791 OF 2025 AND IA No.1936 OF 2025 IN APPEAL No.57 OF 2026 & IA No.80 OF 2026,https://aptel.gov.in/sites/default/files/2026-07/Order%20on%20IA%20No.1789%20and%20....%20in%20APL%20%20Nos.%20350%20of%202025%20and%2057%20of%20....pdf,2026-07-22T11:18:22.302433
aa95ba8086e1ca3e,APPEAL No. 419 OF 2022,https://aptel.gov.in/sites/default/files/2026-07/Final%20Judgment%20in%20Appeal%20No.419%20of%202022%20%281%29.pdf,2026-07-24T05:30:21.090434
44f1eb415a5b23a4,APPEAL No. 300 OF 2022,https://aptel.gov.in/sites/default/files/2026-07/Final%20Judgment%20%20Appeal%20No.300%20of%202022.pdf,2026-07-24T05:30:24.806147
9fdb550971c1b7e2,APPEAL No. 65 OF 2026 & IA NO.243 OF 2026 & IA NO.370 OF 2026 AND APPEAL No. 66 OF 2026 & IA NO.246 OF 2026 & IA NO.369 OF 2026,https://www.aptel.gov.in/sites/default/files/2026-07/Final%20Judgment%20in%20APL%2065%20of%202026%20%26%2066%20of%202026.pdf,2026-07-30T05:18:05.081249
b8b99cf1b6e36630,APPEAL No. 151 of 2021,https://www.aptel.gov.in/sites/default/files/2026-07/Appeal%20No%20151%20of%202021.pdf,2026-07-30T05:18:08.353993
12eb08669e74a905,APPEAL No. 214 of 2021,https://aptel.gov.in/sites/default/files/2026-07/Appeal%20No%20214%20of%202021.pdf,2026-07-31T08:08:49.220600
6dcc415c805b1855,REVIEW PETITION NO.09 OF 2019 IN APPEAL NO. 16 OF 2018,https://aptel.gov.in/sites/default/files/2026-07/RP%209%20OF%202019.pdf,2026-07-31T08:08:51.638980
87df221a9a1ba519,APPEAL NO. 23 OF 2017,https://aptel.gov.in/sites/default/files/2026-07/Final%20Judgment%20APL%2023%20of%202017.pdf,2026-08-01T05:36:19.992735
3ebf84ff1e9d73b1,APPEAL No. 65 OF 2026 & IA NO.243 OF 2026 & IA NO.370 OF 2026 AND APPEAL No. 66 OF 2026 & IA NO.246 OF 2026 & IA NO.369 OF 2026,https://aptel.gov.in/sites/default/files/2026-07/Final%20Judgment%20in%20APL%2065%20of%202026%20%26%2066%20of%202026.pdf,2026-08-01T05:36:23.620003
f1c4cc45650085d5,IA NO.595 OF 2026 IN DFR NO.154 OF 2026 & IA NO.596 OF 2026,https://aptel.gov.in/sites/default/files/2026-08/IA%20595%20of%202026%20in%20DFR%20154%20of%202026.pdf,2026-08-11T03:55:40.799321
2446f3a937ad15c0,IA NO.595 OF 2026 IN DFR NO.154 OF 2026 & IA NO.596 OF 2026,https://aptel.gov.in/sites/default/files/2026-08/IA%20595%20of%202026%20in%20DFR%20154%20of%202026_0.pdf,2026-08-12T06:40:13.358222
85d11c1e5d095d41,APPEAL No.142 of 2021,https://aptel.gov.in/sites/default/files/2026-08/Judgment%20in%20Appeal%20No.142%20of%202021.pdf,2026-08-13T04:21:02.833713
8ab4637404a6e8b3,APPEAL No. 18 of 2026 & IA No. 1083 of 2025,https://aptel.gov.in/sites/default/files/2026-08/Judgment%20in%20Appeal%20No.%2018%20of%202026.pdf,2026-08-13T04:21:04.942302
9fb5c90193d990e2,APPEAL NO.317 OF 2021,https://www.aptel.gov.in/sites/default/files/2026-08/APL%20317%20OF%202021.pdf,2026-08-19T09:47:56.104358
21de76d47e9bb17c,APPEAL NO.316 OF 2021,https://www.aptel.gov.in/sites/default/files/2026-08/APL%20316%20OF%202021.pdf,2026-08-19T09:47:58.677057
c54a59ccdd585461,APPEAL NO.11 OF 2026 & IA NO.17 OF 2026,https://www.aptel.gov.in/sites/default/files/2026-08/APL%2011%20OF%202026.pdf,2026-08-19T09:48:01.123299
69a2f53d32c14e53,APPEAL NO. 158 OF 2016,https://aptel.gov.in/sites/default/files/2026-08/Final%20judgememt%20in%20Appeal%20158%20of%202016.pdf,2026-08-20T09:48:35.458127
0d2ed54301be07f5,IA Nos. 1385 of 2026 & 1664 of 2026 in APPEAL No. 279 of 2026,https://aptel.gov.in/sites/default/files/2026-08/IA%20Nos%201385%20%26%201664%20of%202026.pdf,2026-08-21T09:50:56.313734
9369f794f39766ac,APPEAL No. 307 OF 2017 AND APPEAL No. 344 OF 2017,https://aptel.gov.in/sites/default/files/2026-09/Final%20Judgement%20in%20APL%20307%20of%202017%20%26%20344%20of%202017.pdf,2026-09-02T13:36:48.350200
9877bcbf55ca28df,APPEAL NO.195 OF 2023,https://aptel.gov.in/sites/default/files/2026-09/APL%20195%20OF%202023.pdf,2026-09-02T13:36:51.402563
a6073fc1f5595eb8,IA NO. 890 OF 2024 IN APPEAL No. 85 OF 2024,https://aptel.gov.in/sites/default/files/2026-09/Final%20%20Order%20IA%20No.890%20of%202024%20%20in%20%20Appeal%20No.pdf,2026-09-03T09:43:51.160162
